term,estimate,std.error,statistic,p.value,conf.low,conf.high,h,outcome,treatment,spec,weighted,weight_var,control_count,treatment_role
l1_disp_top10_share_z,1.3061825457149918e-4,5.501218845724625e-4,0.2374351179884647,0.8132894731817149,-9.743340694525632e-4,0.0012355705785955615,0,fair_poor_health_rate,l1_disp_top10_share_z,weighted,TRUE,total_population,8,primary
l1_disp_top10_share_z,5.1778708533059e-4,7.179412897055011e-4,0.7212109022772403,0.47413873398243067,-9.242404340607662e-4,0.001959814604721946,1,fair_poor_health_rate,l1_disp_top10_share_z,weighted,TRUE,total_population,8,primary
l1_disp_top10_share_z,0.0015904378786728863,9.411189908565641e-4,1.6899434546797758,0.09726533052188871,-2.9985524598313807e-4,0.003480731003328911,2,fair_poor_health_rate,l1_disp_top10_share_z,weighted,TRUE,total_population,8,primary
l1_disp_top10_share_z,0.8323830799303451,1.4863561117195978,0.560015916352201,0.5779691140305172,-2.1530510320907092,3.8178171919513995,3,fair_poor_health_rate,l1_disp_top10_share_z,weighted,TRUE,total_population,8,primary
l1_disp_top10_share_z,3.72149151862105e-5,6.932848459681298e-4,0.05367911242058399,0.9574047307413484,-0.001355288679464449,0.00142971850983687,0,log_real_pce_pc,l1_disp_top10_share_z,weighted,TRUE,total_population,8,primary
l1_disp_top10_share_z,-4.1750335396996597e-4,0.0011808675470940018,-0.3535564636333689,0.725157764834315,-0.002789345625869697,0.0019543389179297655,1,log_real_pce_pc,l1_disp_top10_share_z,weighted,TRUE,total_population,8,primary
l1_disp_top10_share_z,8.084387445092816e-5,0.0017299323583048368,0.04673239046765226,0.9629126743324213,-0.00339382752714021,0.003555515276042066,2,log_real_pce_pc,l1_disp_top10_share_z,weighted,TRUE,total_population,8,primary
l1_disp_top10_share_z,1.927839450836378,2.2038849442740522,0.8747459597857536,0.3858947276233704,-2.4987937360069465,6.354472637679702,3,log_real_pce_pc,l1_disp_top10_share_z,weighted,TRUE,total_population,8,primary
l1_disp_top10_share_z,0.11704358037927208,0.07743764496747961,1.5114558355748708,0.13696730772485277,-0.0384945070397827,0.2725816677983269,0,real_pce_pc_growth,l1_disp_top10_share_z,weighted,TRUE,total_population,8,primary
l1_disp_top10_share_z,0.05501508532522179,0.08154526894822493,0.6746569854365457,0.5030014555236275,-0.10877340766944263,0.2188035783198862,1,real_pce_pc_growth,l1_disp_top10_share_z,weighted,TRUE,total_population,8,primary
l1_disp_top10_share_z,157.16292055693296,112.4733195437576,1.3973351297397152,0.1684830113501917,-68.74639028090192,383.07223139476787,2,real_pce_pc_growth,l1_disp_top10_share_z,weighted,TRUE,total_population,8,primary
l1_disp_top10_share_z,76.67805341615869,175.89329554566388,0.43593505470623356,0.6647602691657817,-276.61402810951665,429.970134941834,3,real_pce_pc_growth,l1_disp_top10_share_z,weighted,TRUE,total_population,8,primary
l1_acs_gini_z,6.970239443812065e-4,0.00232351504194062,0.2999868439840381,0.7654308567459697,-0.003969893365211807,0.005363941253974221,0,frequent_mental_distress_rate,l1_acs_gini_z,weighted,TRUE,total_population,8,alternative
l1_acs_gini_z,0.0014992246531757372,0.0025244179212335917,0.5938892449484435,0.5552637275959249,-0.0035712179652684544,0.006569667271619928,1,frequent_mental_distress_rate,l1_acs_gini_z,weighted,TRUE,total_population,8,alternative
l1_acs_gini_z,0.0031275290311467766,0.003084070857856832,1.0140911721205215,0.3154215301315345,-0.0030670095927659733,0.009322067655059527,2,frequent_mental_distress_rate,l1_acs_gini_z,weighted,TRUE,total_population,8,alternative
l1_acs_gini_z,0.0015294114804866197,0.004457712507081336,0.34309334172113176,0.7329666198275091,-0.007424167594737124,0.010482990555710364,3,frequent_mental_distress_rate,l1_acs_gini_z,weighted,TRUE,total_population,8,alternative
l1_acs_gini_z,0.002287637451990567,0.002025225249028752,1.1295718602598213,0.2640467459808772,-0.0017801471760026649,0.0063554220799837986,0,fair_poor_health_rate,l1_acs_gini_z,weighted,TRUE,total_population,8,alternative
l1_acs_gini_z,9.550870991635455e-5,0.0031739890660534,0.030091064565358427,0.9761142193508707,-0.006279635950413386,0.006470653370246094,1,fair_poor_health_rate,l1_acs_gini_z,weighted,TRUE,total_population,8,alternative
l1_acs_gini_z,-0.0035299577094518096,0.0028800432152735252,-1.2256613688057316,0.22606804710523024,-0.00931469475273342,0.002254779333829802,2,fair_poor_health_rate,l1_acs_gini_z,weighted,TRUE,total_population,8,alternative
l1_acs_gini_z,-0.0011349793213460383,0.005320247665781986,-0.21333204629661082,0.8319354653232333,-0.011821011249085248,0.009551052606393173,3,fair_poor_health_rate,l1_acs_gini_z,weighted,TRUE,total_population,8,alternative
l1_acs_gini_z,0.0033891562852639496,0.0026390010061524177,1.2842572918171165,0.20497082652801796,-0.0019114332324865644,0.008689745803014463,0,log_real_pce_pc,l1_acs_gini_z,weighted,TRUE,total_population,8,alternative
l1_acs_gini_z,0.0051772685707627735,0.0031283034275387815,1.6549764722906155,0.10419383020003664,-0.0011061137840362879,0.011460650925561835,1,log_real_pce_pc,l1_acs_gini_z,weighted,TRUE,total_population,8,alternative
l1_acs_gini_z,0.0027131928262130794,0.00433677175596776,0.6256249991666034,0.5344063301406003,-0.005997469601337182,0.01142385525376334,2,log_real_pce_pc,l1_acs_gini_z,weighted,TRUE,total_population,8,alternative
l1_acs_gini_z,-0.0011312799872429517,0.007711747021387515,-0.14669568180925743,0.8839621171916036,-0.016620779737266743,0.01435821976278084,3,log_real_pce_pc,l1_acs_gini_z,weighted,TRUE,total_population,8,alternative
